,Texto,Clase,Clase1,Clase2,Clase3,Clase4,Clase5,Predicción
6218,"['chines', 'wide', 'connect', 'trade', 'asia', 'sail', 'arabia', 'east', 'africa', 'egypt', 'sinc', 'tang', 'dynasti', 'ad', '618', '–', '907', '1405', '1421', 'third']",3,940.0,713.0,908.0,516.0,1006.0,1
6224,"['voyag', 'signific', 'last', 'effect', 'organ', 'maritim', 'network', 'util', 'creat', 'node', 'conduit', 'wake', 'therebi', 'restructur', 'intern', 'cross-cultur', 'relationship', 'exchang', '38', 'especi']",3,308.0,359.0,438.0,425.0,432.0,4
6227,"['voyag', 'also', 'brought', 'western', ""ocean'"", 'region', 'integr', 'increas', 'intern', 'circul', 'peopl', 'idea', 'good', 'also', 'provid', 'platform', 'cosmopolitan', 'discours', 'took', 'place']",3,1139.0,1221.0,1129.0,949.0,1259.0,1
6231,"['interest', 'term', 'barbarian', 'land', 'turn', 'inward', '19', 'successor', 'emperor', 'felt', 'expedit', 'harm', 'chines', 'state', 'hongxi', 'emperor', 'end', 'expedit', 'xuand', 'emperor']",3,770.0,1285.0,1109.0,876.0,370.0,2
6232,"['8th', 'centuri', '15th', 'centuri', 'republ', 'venic', 'neighbour', 'maritim', 'republ', 'held', 'monopoli', 'european', 'trade', 'middl', 'east', 'silk', 'spice', 'trade', 'involv', 'spice']",3,1056.0,1579.0,1308.0,622.0,757.0,2
6233,"['incens', 'herb', 'drug', 'opium', 'made', 'mediterranean', 'city-st', 'phenomen', 'rich', 'spice', 'among', 'expens', 'demand', 'product', 'middl', 'age', 'use', 'mediev', 'medicin', '43']",3,773.0,844.0,683.0,459.0,1199.0,5
6234,"['muslim', 'trader', '—', 'mainli', 'descend', 'arab', 'sailor', 'yemen', 'oman', '—', 'domin', 'maritim', 'rout', 'throughout', 'indian', 'ocean', 'tap', 'sourc', 'region', 'far']",3,524.0,891.0,671.0,474.0,698.0,2
6242,"['portugues', 'navi', 'goal', 'defend', 'countri', 'muslim', 'pirat', 'raid', '51', 'outbreak', 'bubon', 'plagu', 'led', 'sever', 'depopul', 'second', 'half', '14th', 'centuri', 'sea']",3,673.0,1183.0,945.0,639.0,388.0,2
6246,"['henri', 'wish', 'know', 'far', 'muslim', 'territori', 'africa', 'extend', 'hope', 'bypass', 'trade', 'directli', 'west', 'africa', 'sea', 'find', 'alli', 'legendari', 'christian', 'land']",3,681.0,1269.0,1211.0,693.0,812.0,2
6247,"['south', '57', 'like', 'long-lost', 'christian', 'kingdom', 'prester', 'john', '58', 'probe', 'whether', 'possibl', 'reach', 'indi', 'sea', 'sourc', 'lucr', 'spice', 'trade', 'invest']",3,635.0,967.0,860.0,378.0,724.0,2
6254,"['chart', 'plot', 'locat', 'star', 'distinct', 'period', 'time', 'publish', '1496', 'jewish', 'astronom', 'astrolog', 'mathematician', 'abraham', 'zacuto', 'almanach', 'perpetuum', 'includ', 'tabl', 'movement']",3,593.0,612.0,602.0,392.0,825.0,5
6255,"['star', '62', 'tabl', 'revolution', 'navig', 'allow', 'calcul', 'latitud', 'exact', 'longitud', 'howev', 'remain', 'elus', 'marin', 'struggl', 'determin', 'centuri', '63', '64', 'use']",3,853.0,1041.0,822.0,523.0,967.0,2
6259,"['muslim', 'pagan', 'initi', 'mare', 'clausum', 'polici', 'atlant', '66', 'king', 'inquir', 'genoes', 'expert', 'seaway', 'india', 'commiss', 'fra', 'mauro', 'world', 'map', 'arriv']",3,387.0,832.0,791.0,469.0,225.0,2
6274,"['polit', 'repel', 'islam', 'invas', 'attempt', 'raid', '15th', 'centuri', 'late', 'centuri', 'follow', 'unif', 'crown', 'castil', 'aragon', 'emerg', 'modern', 'spain', 'becom', 'fulli']",3,1054.0,1855.0,1365.0,835.0,825.0,2
6276,"['like', 'sicili', 'malta', 'kingdom', 'napl', 'sardinia', 'mainland', 'possess', 'far', 'greec', '1492', 'joint', 'ruler', 'conquer', 'moorish', 'kingdom', 'granada', 'provid', 'castil', 'african']",3,665.0,732.0,604.0,385.0,446.0,1
6293,"['discov', 'brazil', 'earlier', 'line', 'move', 'eastward', 'cabral', 'found', 'reliabl', 'evid', 'other', 'suspect', 'duart', 'pacheco', 'pereira', 'secretli', 'discov', 'brazil', '1498', 'consid']",3,412.0,358.0,500.0,265.0,883.0,5
6324,"['american', 'coast', 'seem', 'controversi', 'sinc', 'chang', 'part', 'descript', 'subsequ', 'letter', 'state', 'shift', '32', '°', 'southern', 'brazil', 'south-southeast', 'open', 'sea', 'maintain']",3,544.0,714.0,827.0,861.0,653.0,4
6347,"['year', 'lourenço', 'de', 'almeida', 'land', 'sri', 'lanka', 'eastern', 'island', 'name', 'taproban', 'remot', 'account', 'alexand', ""great'"", '4th', 'centuri', 'bc', 'greek', 'geograph']",3,1826.0,1391.0,1285.0,533.0,1152.0,1
6399,"['lesser', 'nobil', 'freed', 'slave', 'usual', 'suppli', 'equip', 'exchang', 'share', 'profit', 'often', 'direct', 'command', 'royal', 'armi', 'often', 'profession', 'militari', 'train', 'experi']",3,710.0,705.0,787.0,924.0,314.0,4
6413,"['refus', 'head', 'tenochtitlan', 'way', 'made', 'allianc', 'sever', 'tribe', 'octob', 'accompani', '3,000', 'tlaxcaltec', 'march', 'cholula', 'second', 'largest', 'citi', 'central', 'mexico', 'either']",3,979.0,786.0,966.0,1095.0,1256.0,1
6415,"['arriv', 'tenochtitlan', 'larg', 'armi', 'novemb', '8', 'peac', 'receiv', 'moctezuma', 'ii', 'deliber', 'let', 'corté', 'enter', 'heart', 'aztec', 'empir', 'hope', 'know', 'better']",3,714.0,935.0,921.0,887.0,330.0,2
6416,"['crush', 'later', '123', 'emperor', 'gave', 'lavish', 'gift', 'gold', 'entic', 'plunder', 'vast', 'amount', 'letter', 'king', 'charl', 'corté', 'claim', 'learn', 'consid', 'aztec']",3,673.0,1077.0,1027.0,401.0,311.0,2
6419,"['200', 'men', 'tenochtitlan', 'took', 'rest', 'confront', 'narvaez', 'overcam', 'convinc', 'men', 'join', 'tenochtitlán', 'one', ""cortés'"", 'lieuten', 'commit', 'massacr', 'great', 'templ', 'trigger']",3,680.0,576.0,663.0,491.0,357.0,1
6443,"['invit', 'meet', 'sinc', 'last', 'meet', 'inca', 'begun', 'civil', 'war', 'atahualpa', 'rest', 'northern', 'peru', 'follow', 'defeat', 'brother', 'huáscar', 'march', 'two', 'month']",3,946.0,939.0,1064.0,1545.0,528.0,4
6445,"['take', 'atahualpa', 'captiv', 'so-cal', 'ransom', 'room', 'despit', 'fulfil', 'promis', 'fill', 'one', 'room', 'gold', 'two', 'silver', 'convict', 'kill', 'brother', 'plot', 'pizarro']",3,614.0,570.0,680.0,488.0,368.0,1
6459,"['affair', 'leav', 'citi', '129', 'mani', 'settl', 'amsterdam', 'mainli', 'skill', 'craftsmen', 'rich', 'merchant', 'port', 'citi', 'refuge', 'fled', 'religi', 'persecut', 'particularli', 'sephardi']",3,806.0,762.0,686.0,471.0,416.0,1
6469,"['asian', 'trade', '132', 'never', 'discov', 'possibl', 'found', 'earli', '17th', 'centuri', 'colonist', 'number', 'northern', 'european', 'state', 'began', 'settl', 'east', 'coast', 'north']",3,1120.0,1613.0,1481.0,1026.0,1520.0,2
6503,"['crew', 'use', 'lumber', 'ship', 'build', 'lodg', 'call', 'het', 'behouden', 'huy', 'kept', 'hous', 'deal', 'extrem', 'cold', 'use', 'merchant', 'fabric', 'make', 'addit']",3,915.0,737.0,830.0,604.0,1141.0,1
6509,"['terra', 'australi', 'ignota', 'latin', 'unknown', 'land', 'south', 'hypothet', 'contin', 'appear', 'european', 'map', '15th', '18th', 'centuri', 'root', 'notion', 'introduc', 'aristotl', 'depict']",3,636.0,1101.0,895.0,351.0,637.0,2
6510,"['mid', '16th', 'centuri', 'diepp', 'map', 'coastlin', 'appear', 'south', 'island', 'east', 'indi', 'often', 'elabor', 'chart', 'wealth', 'fictiti', 'detail', 'discoveri', 'reduc', 'area']",3,670.0,998.0,858.0,461.0,875.0,2
6511,"['contin', 'could', 'found', 'howev', 'mani', 'cartograph', 'held', ""aristotle'"", 'opinion', 'like', 'gerardu', 'mercat', '1569', 'alexand', 'dalrympl', 'even', 'late', '1767', '151', 'argu']",3,1117.0,808.0,825.0,647.0,1057.0,1
6518,"['without', 'see', 'torr', 'strait', 'gulf', 'carpentaria', 'februari', '26', '1606', 'made', 'landfal', 'pennefath', 'river', 'western', 'shore', 'cape', 'york', 'queensland', 'near', 'modern']",3,432.0,544.0,610.0,442.0,827.0,5
6522,"['mid', '16th', 'centuri', 'tsardom', 'russia', 'conquer', 'tatar', 'khanat', 'kazan', 'astrakhan', 'thu', 'annex', 'entir', 'volga', 'region', 'open', 'way', 'ural', 'mountain', 'colon']",3,530.0,839.0,627.0,421.0,456.0,2
6525,"['around', '1577', 'semyon', 'stroganov', 'son', 'anikey', 'stroganov', 'hire', 'cossack', 'leader', 'call', 'yermak', 'protect', 'land', 'attack', 'siberian', 'khan', 'kuchum', '1580', 'stroganov']",3,406.0,667.0,547.0,400.0,340.0,2
6527,"['peopl', 'defeat', 'main', 'forc', 'kuchum', 'irtysh', 'river', '3', 'day', 'battl', 'chuvash', 'cape', '1582', 'remain', ""khan'"", 'armi', 'retreat', 'stepp', 'thu', 'yermak']",3,903.0,1002.0,960.0,1250.0,575.0,4
6528,"['captur', 'siberia', 'khanat', 'includ', 'capit', 'qashliq', 'near', 'modern', 'tobolsk', 'kuchum', 'still', 'strong', 'suddenli', 'attack', 'yermak', '1585', 'dead', 'night', 'kill', 'peopl']",3,667.0,629.0,593.0,588.0,918.0,5
6531,"['led', 'mostli', 'cossack', 'hunt', 'valuabl', 'fur', 'ivori', 'cossack', 'came', 'southern', 'ural', 'anoth', 'wave', 'russian', 'came', 'arctic', 'ocean', 'pomor', 'russian', 'north']",3,394.0,577.0,670.0,713.0,507.0,4
6533,"['1620', '1624', 'group', 'fur', 'hunter', 'led', 'demid', 'pyanda', 'left', 'turukhansk', 'explor', '1,430', 'mile', '2,301', 'kilometr', 'lower', 'tunguska', 'winter', 'proxim', 'vilyuy']",3,398.0,461.0,769.0,698.0,1466.0,5
6534,"['lena', 'river', 'accord', 'later', 'legendari', 'account', 'folktal', 'collect', 'centuri', 'fact', 'pyanda', 'discov', 'lena', 'river', 'allegedli', 'explor', '1,500', 'mile', '2,414', 'kilometr']",3,835.0,1012.0,1075.0,667.0,1504.0,5
6553,"['present-day', 'khabarovsk', 'defeat', 'evad', 'larg', 'armi', 'daurian', 'manchu', 'chines', 'korean', 'way', 'chart', 'amur', 'draft', 'amur', 'river', '159', 'subsequ', 'russian', 'held']",3,521.0,558.0,655.0,836.0,382.0,4
6556,"['mid', '17th', 'centuri', 'russian', 'establish', 'border', 'countri', 'close', 'modern', 'one', 'explor', 'almost', 'whole', 'siberia', 'except', 'eastern', 'kamchatka', 'region', 'north', 'arctic']",3,920.0,1271.0,1143.0,853.0,1007.0,2
6564,"['similarli', 'coastal', 'africa', 'local', 'state', 'suppli', 'appetit', 'european', 'slave', 'trader', 'chang', 'complexion', 'coastal', 'african', 'state', 'fundament', 'alter', 'natur', 'african', 'slaveri']",3,497.0,674.0,924.0,951.0,752.0,4
6568,"['china', 'domin', 'silver', 'import', '167', '1600', '1800', 'china', 'receiv', '100', 'ton', 'silver', 'averag', 'per', 'year', 'larg', 'populac', 'near', 'lower', 'yangzt']",3,536.0,538.0,782.0,514.0,1082.0,5
6569,"['averag', 'hundr', 'tael', 'silver', 'per', 'household', 'late', '16th', 'centuri', '168', 'altogeth', '150,000', 'ton', 'silver', 'ship', 'potosí', 'end', '18th', 'centuri', '169']",3,861.0,1403.0,1064.0,696.0,1079.0,2
6573,"['undermin', 'state', 'revenu', 'inde', 'entir', 'ming', 'economi', 'damag', 'economi', 'compound', 'effect', 'agricultur', 'incipi', 'littl', 'ice', 'age', 'natur', 'calam', 'crop', 'failur']",3,404.0,561.0,585.0,615.0,787.0,4
6576,"['crop', '—', 'wheat', 'millet', 'rice', '—', 'could', 'grow', 'henc', 'facilit', 'rise', 'popul', 'china', '172', '173', 'song', 'dynasti', '960', '–', '1279']",3,707.0,694.0,750.0,588.0,1039.0,5
6577,"['rice', 'becom', 'major', 'stapl', 'crop', 'poor', ';[', '174', 'sweet', 'potato', 'introduc', 'china', 'around', '1560', 'gradual', 'becam', 'tradit', 'food', 'lower', 'class']",3,519.0,562.0,583.0,524.0,810.0,5
6586,"['european', 'econom', 'centr', 'shift', 'mediterranean', 'western', 'europ', 'citi', 'antwerp', 'part', 'duchi', 'brabant', 'becam', 'centr', 'entir', 'intern', 'economi', '179', 'richest', 'citi']",3,934.0,1262.0,1006.0,888.0,730.0,2
6600,"['chines', 'origin', 'unavail', '186', '—', 'ultim', 'delftwar', 'dutch', 'later', 'english', 'delftwar', 'inspir', 'chines', 'design', 'persist', '1630', 'mid', '18th', 'centuri', 'alongsid']",3,611.0,1086.0,949.0,472.0,544.0,2
6608,"['power', 'european', 'monarch', 'time', 'full', 'war', 'religi', 'conflict', 'habsburg', 'ruler', 'spent', 'wealth', 'war', 'art', 'across', 'europ', 'learnt', 'proverb', 'said', 'french']",3,1173.0,1552.0,1848.0,2501.0,691.0,4
6612,"['1557', '1560', '1575', '1596', 'increas', 'price', 'result', 'currenc', 'circul', 'fuell', 'growth', 'commerci', 'middl', 'class', 'europ', 'bourgeoisi', 'came', 'influenc', 'polit', 'cultur']",3,674.0,855.0,687.0,701.0,881.0,2
6614,"['scientif', 'revolut', 'seri', 'event', 'mark', 'emerg', 'modern', 'scienc', 'earli', 'modern', 'period', 'develop', 'mathemat', 'physic', 'astronomi', 'biolog', 'includ', 'human', 'anatomi', 'chemistri']",3,844.0,868.0,983.0,761.0,2451.0,5
6616,"['late', '18th', 'centuri', 'influenc', 'intellectu', 'social', 'movement', 'known', 'enlighten', 'date', 'debat', 'public', '1543', 'nicolau', 'copernicu', 'de', 'revolutionibu', 'orbium', 'coelestium', 'revolut']",3,677.0,982.0,948.0,743.0,784.0,2
6617,"['concept', 'scientif', 'revolut', 'take', 'place', 'extend', 'period', 'emerg', 'eighteenth', 'centuri', 'work', 'jean', 'sylvain', 'bailli', 'saw', 'two-stag', 'process', 'sweep', 'away', 'old']",3,769.0,1068.0,895.0,616.0,826.0,2
6621,"['word', 'also', 'use', 'prefac', 'antoin', ""lavoisier'"", '1789', 'work', 'announc', 'discoveri', 'oxygen', 'revolut', 'scienc', 'immedi', 'excit', 'much', 'gener', 'notic', 'introduct', 'theori']",3,944.0,807.0,981.0,824.0,1143.0,1
6622,"['19th', 'centuri', 'william', 'whewel', 'describ', 'revolut', 'scienc', '–', 'scientif', 'method', '–', 'taken', 'place', '15th', '16th', 'centuri', 'among', 'conspicu', 'revolut', 'opinion']",3,1136.0,1875.0,1514.0,958.0,1036.0,2
6623,"['subject', 'undergon', 'transit', 'implicit', 'trust', 'intern', 'power', ""man'"", 'mind', 'profess', 'depend', 'upon', 'extern', 'observ', 'unbound', 'rever', 'wisdom', 'past', 'fervid', 'expect']",3,389.0,363.0,438.0,423.0,289.0,1
6625,"['scientif', 'revolut', 'tradit', 'assum', 'start', 'copernican', 'revolut', 'initi', '1543', 'complet', 'grand', 'synthesi', 'isaac', ""newton'"", '1687', 'principia', 'much', 'chang', 'attitud', 'came']",3,354.0,491.0,733.0,783.0,492.0,4
6627,"['20th', 'centuri', 'alexandr', 'koyré', 'introduc', 'term', 'scientif', 'revolut', 'center', 'analysi', 'galileo', 'term', 'popular', 'butterfield', 'origin', 'modern', 'scienc', 'thoma', ""kuhn'"", '1962']",3,600.0,921.0,792.0,545.0,869.0,2
6630,"['rapid', 'accumul', 'knowledg', 'character', 'develop', 'scienc', 'sinc', '17th', 'centuri', 'never', 'occur', 'time', 'new', 'kind', 'scientif', 'activ', 'emerg', 'countri', 'western', 'europ']",3,931.0,1516.0,1310.0,961.0,1133.0,2
6631,"['sinc', 'revolut', 'turn', 'author', 'english', 'middl', 'age', 'ancient', 'world', '—', 'sinc', 'start', 'eclips', 'scholast', 'philosophi', 'destruct', 'aristotelian', 'physic', '—', 'outshin']",3,803.0,1062.0,1015.0,874.0,1089.0,2
6632,"['everyth', 'sinc', 'rise', 'christian', 'reduc', 'renaiss', 'reform', 'rank', 'mere', 'episod', 'mere', 'intern', 'displac', 'within', 'system', 'mediev', 'christendom', '...', 'loom', 'larg']",3,422.0,847.0,721.0,513.0,484.0,2
6635,"['scientif', 'revolut', 'built', 'upon', 'foundat', 'ancient', 'greek', 'learn', 'scienc', 'middl', 'age', 'elabor', 'develop', 'roman', 'byzantin', 'scienc', 'mediev', 'islam', 'scienc', '6']",3,1515.0,1467.0,890.0,474.0,973.0,1
6636,"['scholar', 'note', 'direct', 'tie', 'particular', 'aspect', 'tradit', 'christian', 'rise', 'scienc', '18', '19', 'aristotelian', 'tradit', 'still', 'import', 'intellectu', 'framework', '17th', 'centuri']",3,698.0,1172.0,847.0,403.0,538.0,2
6638,"['import', 'note', 'ancient', 'preced', 'exist', 'altern', 'theori', 'develop', 'prefigur', 'later', 'discoveri', 'area', 'physic', 'mechan', 'light', 'limit', 'number', 'work', 'surviv', 'translat']",3,880.0,792.0,842.0,514.0,1023.0,1
6639,"['period', 'mani', 'book', 'lost', 'warfar', 'develop', 'remain', 'obscur', 'centuri', 'tradit', 'held', 'littl', 'effect', 're-discoveri', 'phenomena', 'wherea', 'invent', 'print', 'press', 'made']",3,1072.0,1431.0,1087.0,775.0,1140.0,2
6640,"['also', 'true', 'mani', 'import', 'figur', 'scientif', 'revolut', 'share', 'gener', 'renaiss', 'respect', 'ancient', 'learn', 'cite', 'ancient', 'pedigre', 'innov', 'nicolau', 'copernicu', '1473']",3,1141.0,763.0,1021.0,737.0,852.0,1
6642,"['1642', '–', '1727', '28', 'trace', 'differ', 'ancient', 'mediev', 'ancestri', 'heliocentr', 'system', 'axiom', 'scholium', 'principia', 'newton', 'said', 'axiomat', 'three', 'law', 'motion']",3,685.0,600.0,676.0,398.0,650.0,1
6644,"['despit', 'qualif', 'standard', 'theori', 'histori', 'scientif', 'revolut', 'claim', '17th', 'centuri', 'period', 'revolutionari', 'scientif', 'chang', 'revolutionari', 'theoret', 'experiment', 'develop', 'even', 'importantli']",3,835.0,1121.0,1003.0,810.0,976.0,2
6645,"['way', 'scientist', 'work', 'radic', 'chang', 'instanc', 'although', 'intim', 'concept', 'inertia', 'suggest', 'sporad', 'ancient', 'discuss', 'motion', '30', '31', 'salient', 'point', ""newton'""]",3,650.0,466.0,636.0,418.0,794.0,1
6646,"['scientif', 'method', 'conceiv', '17th', 'centuri', 'natur', 'artifici', 'circumst', 'set', 'asid', 'research', 'tradit', 'systemat', 'experiment', 'slowli', 'accept', 'scientif', 'commun', 'philosophi', 'use']",3,764.0,965.0,876.0,418.0,901.0,2
6648,"['produc', 'understand', 'practic', 'mani', 'scientist', 'philosoph', 'believ', 'healthi', 'mix', 'need', '—', 'willing', 'question', 'assumpt', 'yet', 'also', 'interpret', 'observ', 'assum', 'degre']",3,810.0,766.0,833.0,605.0,924.0,1
6649,"['end', 'scientif', 'revolut', 'qualit', 'world', 'book-read', 'philosoph', 'chang', 'mechan', 'mathemat', 'world', 'known', 'experiment', 'research', 'though', 'certainli', 'true', 'newtonian', 'scienc', 'like']",3,620.0,663.0,890.0,946.0,768.0,4
6650,"['modern', 'scienc', 'respect', 'conceptu', 'resembl', 'mani', 'way', 'mani', 'hallmark', 'modern', 'scienc', 'especi', 'regard', 'institution', 'profession', 'becom', 'standard', 'mid', '19th', 'centuri']",3,958.0,1149.0,1037.0,613.0,1201.0,2
6653,"['start', 'scientif', 'revolut', 'empiric', 'alreadi', 'becom', 'import', 'compon', 'scienc', 'natur', 'philosophi', 'prior', 'thinker', 'includ', 'earli', '14th', 'centuri', 'nominalist', 'philosoph', 'william']",3,759.0,1349.0,1083.0,673.0,877.0,2
6655,"['influenti', 'formul', 'empiric', 'john', ""locke'"", 'essay', 'concern', 'human', 'understand', '1689', 'maintain', 'true', 'knowledg', 'could', 'access', 'human', 'mind', 'base', 'experi', 'wrote']",3,413.0,411.0,564.0,314.0,1572.0,5
6660,"['human', 'power', 'synonym', 'effect', 'produc', 'mean', 'instrument', 'help', 'man', 'oper', 'appli', 'withdraw', 'natur', 'bodi', 'natur', 'intern', 'perform', 'rest', 'later', 'natur']",3,711.0,700.0,821.0,727.0,1256.0,5
6662,"['man', 'seek', 'knowledg', 'natur', 'reach', 'power', '—', 'thu', 'reestablish', 'empir', 'man', 'creation', 'lost', 'fall', 'togeth', ""man'"", 'origin', 'puriti', 'way', 'believ']",3,964.0,1088.0,1016.0,797.0,681.0,2
6665,"['enquir', 'must', 'free', 'mind', 'certain', 'fals', 'notion', 'tendenc', 'distort', 'truth', 'particular', 'found', 'philosophi', 'preoccupi', 'word', 'particularli', 'discours', 'debat', 'rather', 'actual']",3,322.0,359.0,359.0,219.0,494.0,5
6666,"['observ', 'materi', 'world', 'men', 'believ', 'reason', 'govern', 'word', 'fact', 'word', 'turn', 'back', 'reflect', 'power', 'upon', 'understand', 'render', 'philosophi', 'scienc', 'sophist']",3,800.0,705.0,867.0,943.0,492.0,1
6674,"['galileo', 'galilei', 'call', 'father', 'modern', 'observ', 'astronomi', '43', 'father', 'modern', 'physic', '44', '45', 'father', 'scienc', '45', '46', 'father', 'modern', 'scienc']",3,630.0,580.0,807.0,305.0,1219.0,5
6676,"['mathemat', 'charact', 'triangl', 'circl', 'geometr', 'figur', '...', '49', 'mathemat', 'analys', 'develop', 'tradit', 'employ', 'late', 'scholast', 'natur', 'philosoph', 'galileo', 'learn', 'studi']",3,407.0,450.0,498.0,274.0,668.0,5
6677,"['philosophi', '50', 'ignor', 'aristotelian', 'broader', 'term', 'work', 'mark', 'anoth', 'step', 'toward', 'eventu', 'separ', 'scienc', 'philosophi', 'religion', 'major', 'develop', 'human', 'thought']",3,592.0,661.0,792.0,511.0,1326.0,5
6680,"['galilei', 'assert', 'parabola', 'theoret', 'ideal', 'trajectori', 'uniformli', 'acceler', 'projectil', 'absenc', 'friction', 'disturb', 'conced', 'limit', 'valid', 'theori', 'note', 'theoret', 'ground', 'projectil']",3,136.0,133.0,241.0,165.0,243.0,5
6682,"['scientif', 'knowledg', 'accord', 'aristotelian', 'concern', 'establish', 'true', 'necessari', 'caus', 'thing', '54', 'extent', 'mediev', 'natur', 'philosoph', 'use', 'mathemat', 'problem', 'limit', 'social']",3,714.0,699.0,766.0,543.0,905.0,1
