,TextoCrudo,TextoLimpio,Clase1,Clase2,Clase3,Clase4,Clase5,Predicción,CLASE
469,"The final phases of the War of the Spanish Succession demonstrated that the Allies could not maintain the Archduke Charles in Spain just as surely as France could not retain the entire Spanish inheritance for Philip V. The Allies were definitively expelled from central Spain by the Franco-Spanish victories at the Battles of Villaviciosa and Brihuega in 1710. French forces elsewhere remained obdurate despite their defeats. The Allies suffered a Pyrrhic victory at the Battle of Malplaquet with 21,000 casualties, twice that of the French.[86] Eventually, France recovered its military pride with the decisive victory at Denain in 1712.
",,,,,,,,3
470,"French military successes near the end of the war took place against the background of a changed political situation in Austria. In 1705, the Emperor Leopold I died. His elder son and successor, Joseph I, followed him in 1711. His heir was none other than the Archduke Charles, who secured control of all of his brother's Austrian land holdings. If the Spanish empire then fell to him, it would have resurrected a domain as vast as Holy Roman Emperor Charles V's in the 16th century. To the maritime powers of Great Britain and the Dutch Republic, this would have been as undesirable as a Franco-Spanish union.[87]
",,,,,,,,3
471,"As a result of the fresh British perspective on the European balance of power, Anglo-French talks began, culminating in the 1713 Treaty of Utrecht between Louis, Philip V of Spain, Anne, Queen of Great Britain, and the Dutch Republic. In 1714, after losing Landau and Freiburg, the Holy Roman Emperor also made peace with France in the Treaties of Rastatt and Baden.
",,,,,,,,3
472,"In the general settlement, Philip V retained Spain and its colonies, while Austria received the Spanish Netherlands and divided Spanish Italy with Savoy. Britain kept Gibraltar and Menorca. Louis agreed to withdraw his support for James Stuart, son of James II and pretender to the throne of Great Britain, and ceded Newfoundland, Rupert's Land, and Acadia in the Americas to Anne. Britain gained the most from the treaty, but the final terms were much more favourable to France than those being discussed in peace negotiations in 1709 and 1710.[citation needed] France retained Île-Saint-Jean and Île Royale, and Louis acquired a few minor European territories, such as the Principality of Orange and the Ubaye Valley, which covered transalpine passes into Italy. Thanks to Louis, his allies the Electors of Bavaria and Cologne were restored to their prewar status and returned their lands.[88]
",,,,,,,,3
473,"Louis and his wife Maria Theresa of Spain had six children from the marriage contracted for them in 1660. However, only one child, the eldest, survived to adulthood: Louis, le Grand Dauphin, known as Monseigneur. Maria Theresa died in 1683, whereupon Louis remarked that she had never caused him unease on any other occasion.
",,,,,,,,3
474,"Despite evidence of affection early on in their marriage, Louis was never faithful to Maria Theresa. He took a series of mistresses, both official and unofficial. Among the better documented are Louise de La Vallière (with whom he had five children; 1661–67), Bonne de Pons d'Heudicourt (1665), Catherine Charlotte de Gramont (1665), Françoise-Athénaïs, Marquise de Montespan (with whom he had seven children; 1667–80), Anne de Rohan-Chabot (1669–75), Claude de Vin des Œillets (one child born in 1676), Isabelle de Ludres (1675–78), and Marie Angélique de Scorailles (1679–81), who died at age 19 in childbirth. Through these liaisons, he produced numerous illegitimate children, most of whom he married to members of cadet branches of the royal family.
",,,,,,,,3
475,"Louis proved relatively more faithful to his second wife, Françoise d'Aubigné, Marquise de Maintenon.  He first met her through her work caring for his children by Madame de Montespan, noting the care she gave to his favorite, Louis Auguste, Duke of Maine.[89]  The king was, at first, put off by her strict religious practice, but he warmed to her through her care for his children.[89]
",,,,,,,,3
476,"When he legitimized his children by Madame de Montespan on 20 December 1673, Françoise d'Aubigné became the royal governess at Saint-Germain.[89]  As governess, she was one of very few people permitted to speak to him as an equal, without limits.[89]  It is believed that they were married secretly at Versailles on or around 10 October 1683[90] or January 1684.[91] This marriage, though never announced or publicly discussed, was an open secret and lasted until his death.[92]
",,,,,,,,3
477,"Louis was a pious and devout king who saw himself as the head and protector of the Gallican Church. He made his devotions daily regardless of where he was, following the liturgical calendar regularly.[93] Under the influence of his very religious second wife, he became much stronger in the practice of his Catholic faith.[94] This included banning opera and comedy performances during Lent.[94]
",,,,,,,,3
478,"Towards the middle and the end of his reign, the centre for the King's religious observances was usually the Chapelle Royale at Versailles. Ostentation was a distinguishing feature of daily Mass, annual celebrations, such as those of Holy Week, and special ceremonies.[95] Louis established the Paris Foreign Missions Society, but his informal alliance with the Ottoman Empire was criticised for undermining Christendom.[96]
",,,,,,,,3
479,"Louis generously supported the royal court of France and those who worked under him. He brought the Académie Française under his patronage and became its ""Protector"". He allowed Classical French literature to flourish by protecting such writers as Molière, Racine, and La Fontaine, whose works remain influential to this day. Louis also patronised the visual arts by funding and commissioning artists such as Charles Le Brun, Pierre Mignard, Antoine Coysevox, and Hyacinthe Rigaud, whose works became famous throughout Europe. Composers and musicians such as Jean-Baptiste Lully, Jacques Champion de Chambonnières, and François Couperin thrived. In 1661, Louis founded the Académie Royale de Danse, and in 1669, the Académie d'Opéra, important driving events in the evolution of ballet. He also attracted, supported and patronized such artists as André Charles Boulle, who revolutionised marquetry with his art of inlay, today known as ""Boulle Work"".
",,,,,,,,3
